#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
MJ_745_00557	324925.Ppha_2905	3.23e-155	445.0	COG1559@1|root,COG1559@2|Bacteria,1FDN4@1090|Chlorobi	1090|Chlorobi	S	Functions as a peptidoglycan terminase that cleaves nascent peptidoglycan strands endolytically to terminate their elongation	mltG	-	-	ko:K07082	-	-	-	-	ko00000	-	-	-	YceG
MJ_745_00558	324925.Ppha_2906	2.79e-235	653.0	COG0126@1|root,COG0126@2|Bacteria,1FDBD@1090|Chlorobi	1090|Chlorobi	F	Belongs to the phosphoglycerate kinase family	pgk	-	2.7.2.3	ko:K00927	ko00010,ko00710,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,map00010,map00710,map01100,map01110,map01120,map01130,map01200,map01230	M00001,M00002,M00003,M00165,M00166,M00308,M00552	R01512	RC00002,RC00043	ko00000,ko00001,ko00002,ko01000,ko04147	-	-	-	PGK
MJ_745_00559	324925.Ppha_2907	3.07e-161	455.0	COG0705@1|root,COG0705@2|Bacteria,1FDF1@1090|Chlorobi	1090|Chlorobi	S	PFAM Rhomboid family protein	-	-	-	-	-	-	-	-	-	-	-	-	Rhomboid
MJ_745_00560	324925.Ppha_2909	4.64e-283	781.0	COG2265@1|root,COG2265@2|Bacteria,1FDAZ@1090|Chlorobi	1090|Chlorobi	J	Belongs to the class I-like SAM-binding methyltransferase superfamily. RNA M5U methyltransferase family	-	-	2.1.1.190	ko:K03215	-	-	-	-	ko00000,ko01000,ko03009	-	-	-	TRAM,tRNA_U5-meth_tr
MJ_745_00561	243231.GSU1359	1.01e-52	184.0	COG1061@1|root,COG3886@1|root,COG1061@2|Bacteria,COG3886@2|Bacteria,1PEPG@1224|Proteobacteria,43482@68525|delta/epsilon subdivisions,2X24X@28221|Deltaproteobacteria,43VK0@69541|Desulfuromonadales	28221|Deltaproteobacteria	KL	PLD-like domain	-	-	-	-	-	-	-	-	-	-	-	-	-
MJ_745_00562	75379.Tint_3147	6.06e-141	410.0	COG4313@1|root,COG4313@2|Bacteria,1R5Z9@1224|Proteobacteria,2VKTG@28216|Betaproteobacteria,1KNH8@119065|unclassified Burkholderiales	28216|Betaproteobacteria	C	Protein involved in meta-pathway of phenol degradation	-	-	-	-	-	-	-	-	-	-	-	-	Phenol_MetA_deg
MJ_745_00564	324925.Ppha_0481	1.03e-139	398.0	COG1136@1|root,COG1136@2|Bacteria,1FDCB@1090|Chlorobi	1090|Chlorobi	V	Part of the ABC transporter complex LolCDE involved in the translocation of mature outer membrane-directed lipoproteins, from the inner membrane to the periplasmic chaperone, LolA. Responsible for the formation of the LolA-lipoprotein complex in an ATP-dependent manner	lolD1	-	-	ko:K09810	ko02010,map02010	M00255	-	-	ko00000,ko00001,ko00002,ko01000,ko02000	3.A.1.125	-	-	ABC_tran
MJ_745_00565	324925.Ppha_0482	5.43e-298	821.0	COG0644@1|root,COG0644@2|Bacteria,1FDTA@1090|Chlorobi	1090|Chlorobi	C	oxidoreductase	-	-	5.5.1.19	ko:K14605	ko00906,ko01100,ko01110,map00906,map01100,map01110	-	R03824,R05341	RC01004	ko00000,ko00001,ko01000	-	-	-	-
MJ_745_00566	324925.Ppha_0483	0.0	1013.0	COG0272@1|root,COG0272@2|Bacteria,1FDKG@1090|Chlorobi	1090|Chlorobi	L	DNA ligase that catalyzes the formation of phosphodiester linkages between 5'-phosphoryl and 3'-hydroxyl groups in double-stranded DNA using NAD as a coenzyme and as the energy source for the reaction. It is essential for DNA replication and repair of damaged DNA	ligA	-	6.5.1.2	ko:K01972,ko:K10754	ko03030,ko03410,ko03420,ko03430,map03030,map03410,map03420,map03430	M00289,M00295	R00382	RC00005	ko00000,ko00001,ko00002,ko01000,ko03032,ko03400	-	-	-	BRCT,DNA_ligase_OB,DNA_ligase_ZBD,DNA_ligase_aden,HHH_2,HHH_5
MJ_745_00567	290317.Cpha266_0476	6.42e-118	341.0	COG1611@1|root,COG1611@2|Bacteria,1FENA@1090|Chlorobi	1090|Chlorobi	S	PFAM conserved	-	-	3.2.2.10	ko:K06966	ko00230,ko00240,map00230,map00240	-	R00182,R00510	RC00063,RC00318	ko00000,ko00001,ko01000	-	-	-	Lysine_decarbox
MJ_745_00568	324925.Ppha_0485	3.71e-143	407.0	COG0500@1|root,COG2226@2|Bacteria,1FDMH@1090|Chlorobi	1090|Chlorobi	H	Methyltransferase required for the conversion of demethylmenaquinol (DMKH2) to menaquinol (MKH2)	menG	-	2.1.1.163,2.1.1.201	ko:K03183	ko00130,ko01100,ko01110,map00130,map01100,map01110	M00116,M00117	R04990,R04993,R06859,R08774,R09736	RC00003,RC01253,RC01662	ko00000,ko00001,ko00002,ko01000	-	-	-	Ubie_methyltran
MJ_745_00569	290315.Clim_2012	3.72e-86	254.0	COG0139@1|root,COG0139@2|Bacteria,1FE2H@1090|Chlorobi	1090|Chlorobi	F	Catalyzes the hydrolysis of the adenine ring of phosphoribosyl-AMP	hisI	-	3.5.4.19	ko:K01496	ko00340,ko01100,ko01110,ko01230,map00340,map01100,map01110,map01230	M00026	R04037	RC01055	ko00000,ko00001,ko00002,ko01000	-	-	-	PRA-CH
MJ_745_00570	324925.Ppha_0487	3.86e-170	485.0	COG0845@1|root,COG0845@2|Bacteria,1FDH3@1090|Chlorobi	1090|Chlorobi	M	Belongs to the membrane fusion protein (MFP) (TC 8.A.1) family	-	-	-	-	-	-	-	-	-	-	-	-	HlyD_D23
MJ_745_00571	324925.Ppha_0488	6.41e-143	414.0	COG0276@1|root,COG0276@2|Bacteria,1FDWH@1090|Chlorobi	1090|Chlorobi	H	Belongs to the ferrochelatase family	-	-	4.99.1.1,4.99.1.9	ko:K01772	ko00860,ko01100,ko01110,map00860,map01100,map01110	M00121	R00310,R11329	RC01012	ko00000,ko00001,ko00002,ko01000	-	-	-	Ferrochelatase
MJ_745_00572	324925.Ppha_0489	2.88e-164	464.0	COG1432@1|root,COG1432@2|Bacteria,1FEI0@1090|Chlorobi	1090|Chlorobi	J	NYN domain	-	-	-	-	-	-	-	-	-	-	-	-	NYN
MJ_745_00573	290317.Cpha266_0483	6.23e-56	179.0	COG4446@1|root,COG4446@2|Bacteria	2|Bacteria	P	Protein conserved in bacteria	-	-	-	-	-	-	-	-	-	-	-	-	DUF1499
MJ_745_00574	324925.Ppha_0490	5.5e-118	344.0	COG1122@1|root,COG1122@2|Bacteria,1FECU@1090|Chlorobi	1090|Chlorobi	P	PFAM ABC transporter related	-	-	-	ko:K02006	ko02010,map02010	M00245,M00246	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.18,3.A.1.22,3.A.1.23	-	-	ABC_tran
MJ_745_00575	324925.Ppha_0491	1.42e-94	285.0	COG0619@1|root,COG0619@2|Bacteria,1FF6M@1090|Chlorobi	1090|Chlorobi	P	PFAM cobalt transport protein	-	-	-	ko:K02008	ko02010,map02010	M00245,M00246	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.18,3.A.1.22,3.A.1.23	-	-	CbiQ
MJ_745_00576	324925.Ppha_0492	1.47e-137	399.0	COG0310@1|root,COG0310@2|Bacteria,1FEEC@1090|Chlorobi	1090|Chlorobi	P	PFAM cobalamin (vitamin B12) biosynthesis CbiM protein	-	-	-	ko:K02007	ko02010,map02010	M00245,M00246	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.18,3.A.1.22,3.A.1.23	-	-	CbiM,PDGLE
MJ_745_00577	290315.Clim_2003	8.81e-77	230.0	COG0864@1|root,COG0864@2|Bacteria,1FF9R@1090|Chlorobi	1090|Chlorobi	K	Transcriptional regulator	-	-	-	ko:K07722	-	-	-	-	ko00000,ko03000	-	-	-	NikR_C,RHH_1
MJ_745_00578	324925.Ppha_0493	6.47e-305	836.0	COG0493@1|root,COG0493@2|Bacteria,1FDAT@1090|Chlorobi	1090|Chlorobi	C	TIGRFAM glutamate synthase (NADPH), homotetrameric	-	-	1.4.1.13,1.4.1.14	ko:K00266	ko00250,ko00910,ko01100,ko01110,ko01120,ko01130,ko01230,map00250,map00910,map01100,map01110,map01120,map01130,map01230	-	R00093,R00114,R00248	RC00006,RC00010,RC02799	ko00000,ko00001,ko01000	-	-	-	Fer4_20,Pyr_redox_2
MJ_745_00579	290317.Cpha266_0490	7.19e-179	500.0	COG0543@1|root,COG0543@2|Bacteria,1FDJ4@1090|Chlorobi	1090|Chlorobi	C	PFAM oxidoreductase FAD NAD(P)-binding domain protein	-	-	1.18.1.2,1.19.1.1	ko:K00528	-	-	R10159	-	ko00000,ko01000	-	-	-	DHODB_Fe-S_bind,NAD_binding_1
MJ_745_00580	290317.Cpha266_0491	1.09e-125	359.0	COG0118@1|root,COG0118@2|Bacteria,1FDWX@1090|Chlorobi	1090|Chlorobi	E	IGPS catalyzes the conversion of PRFAR and glutamine to IGP, AICAR and glutamate. The HisH subunit provides the glutamine amidotransferase activity that produces the ammonia necessary to HisF for the synthesis of IGP and AICAR	hisH	-	-	ko:K02501	ko00340,ko01100,ko01110,ko01230,map00340,map01100,map01110,map01230	M00026	R04558	RC00010,RC01190,RC01943	ko00000,ko00001,ko00002,ko01000	-	-	-	GATase
MJ_745_00581	324925.Ppha_0496	1.98e-162	457.0	COG0106@1|root,COG0106@2|Bacteria,1FDFF@1090|Chlorobi	1090|Chlorobi	F	1-(5-phosphoribosyl)-5- (5-phosphoribosylamino)methylideneamino imidazole-4-carboxamide isomerase	hisA	-	5.3.1.16	ko:K01814	ko00340,ko01100,ko01110,ko01230,map00340,map01100,map01110,map01230	M00026	R04640	RC00945	ko00000,ko00001,ko00002,ko01000	-	-	-	His_biosynth
MJ_745_00582	319225.Plut_1689	1.99e-97	289.0	COG1386@1|root,COG1386@2|Bacteria,1FE1J@1090|Chlorobi	1090|Chlorobi	D	Participates in chromosomal partition during cell division. May act via the formation of a condensin-like complex containing Smc and ScpA that pull DNA away from mid-cell into both cell halves	-	-	-	ko:K06024	-	-	-	-	ko00000,ko03036	-	-	-	SMC_ScpB
MJ_745_00583	324925.Ppha_0497	4.94e-163	457.0	COG1187@1|root,COG1187@2|Bacteria,1FD7A@1090|Chlorobi	1090|Chlorobi	J	Belongs to the pseudouridine synthase RsuA family	-	-	5.4.99.19,5.4.99.22	ko:K06178,ko:K06183	-	-	-	-	ko00000,ko01000,ko03009	-	-	-	PseudoU_synth_2,S4
MJ_745_00584	324925.Ppha_0498	6.83e-291	817.0	COG1555@1|root,COG1555@2|Bacteria,1FD6R@1090|Chlorobi	1090|Chlorobi	L	photosystem II stabilization	-	-	-	-	-	-	-	-	-	-	-	-	HHH_3
MJ_745_00585	324925.Ppha_0499	1.57e-152	437.0	COG0009@1|root,COG0009@2|Bacteria,1FDI3@1090|Chlorobi	1090|Chlorobi	H	Required for the formation of a threonylcarbamoyl group on adenosine at position 37 (t(6)A37) in tRNAs that read codons beginning with adenine	-	-	2.7.7.87	ko:K07566	-	-	R10463	RC00745	ko00000,ko01000,ko03009,ko03016	-	-	-	SUA5,Sua5_yciO_yrdC
MJ_745_00586	290318.Cvib_1470	4.43e-94	281.0	COG0170@1|root,COG0170@2|Bacteria,1FDXW@1090|Chlorobi	1090|Chlorobi	I	PFAM phosphatidate cytidylyltransferase	-	-	-	-	-	-	-	-	-	-	-	-	-
MJ_745_00587	324925.Ppha_0501	2.41e-272	757.0	COG0248@1|root,COG0248@2|Bacteria,1FDDR@1090|Chlorobi	1090|Chlorobi	FP	PFAM Ppx GppA phosphatase	-	-	3.6.1.11,3.6.1.40	ko:K01524	ko00230,map00230	-	R03409	RC00002	ko00000,ko00001,ko01000	-	-	-	HD,Ppx-GppA
MJ_745_00588	324925.Ppha_0502	2.64e-232	667.0	COG0115@1|root,COG0147@1|root,COG0115@2|Bacteria,COG0147@2|Bacteria,1FDGK@1090|Chlorobi	1090|Chlorobi	EH	TIGRFAM para-aminobenzoate synthase, subunit I	-	-	2.6.1.85,4.1.3.38	ko:K03342	ko00790,map00790	-	R01716,R05553	RC00010,RC01418,RC01843,RC02148	ko00000,ko00001,ko01000,ko01007	-	-	-	Aminotran_4,Chorismate_bind
MJ_745_00589	324925.Ppha_0503	1.54e-84	251.0	2F1Q7@1|root,33UQF@2|Bacteria,1FF4A@1090|Chlorobi	1090|Chlorobi	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
MJ_745_00590	324925.Ppha_0504	9.96e-116	335.0	COG0177@1|root,COG0177@2|Bacteria,1FDU6@1090|Chlorobi	1090|Chlorobi	L	DNA repair enzyme that has both DNA N-glycosylase activity and AP-lyase activity. The DNA N-glycosylase activity releases various damaged pyrimidines from DNA by cleaving the N- glycosidic bond, leaving an AP (apurinic apyrimidinic) site. The AP-lyase activity cleaves the phosphodiester bond 3' to the AP site by a beta-elimination, leaving a 3'-terminal unsaturated sugar and a product with a terminal 5'-phosphate	nth	-	4.2.99.18	ko:K10773	ko03410,map03410	-	-	-	ko00000,ko00001,ko01000,ko03400	-	-	-	EndIII_4Fe-2S,HhH-GPD
MJ_745_00591	324925.Ppha_0505	3.54e-105	305.0	COG0781@1|root,COG0781@2|Bacteria,1FE5H@1090|Chlorobi	1090|Chlorobi	K	Involved in transcription antitermination. Required for transcription of ribosomal RNA (rRNA) genes. Binds specifically to the boxA antiterminator sequence of the ribosomal RNA (rrn) operons	nusB	-	-	ko:K03625	-	-	-	-	ko00000,ko03009,ko03021	-	-	-	NusB
MJ_745_00592	324925.Ppha_0506	2.01e-123	356.0	COG0546@1|root,COG0546@2|Bacteria,1FDVN@1090|Chlorobi	1090|Chlorobi	S	PFAM Haloacid dehalogenase domain protein hydrolase	-	-	-	-	-	-	-	-	-	-	-	-	HAD_2
MJ_745_00593	290318.Cvib_1462	0.0	1120.0	COG1196@1|root,COG1196@2|Bacteria,1FDPC@1090|Chlorobi	1090|Chlorobi	D	Required for chromosome condensation and partitioning	smc	-	-	ko:K03529	-	-	-	-	ko00000,ko03036	-	-	-	SMC_N,SMC_hinge
MJ_745_00594	324925.Ppha_0510	2.16e-124	363.0	COG0294@1|root,COG0294@2|Bacteria,1FDA4@1090|Chlorobi	1090|Chlorobi	H	Catalyzes the condensation of para-aminobenzoate (pABA) with 6-hydroxymethyl-7,8-dihydropterin diphosphate (DHPt-PP) to form 7,8-dihydropteroate (H2Pte), the immediate precursor of folate derivatives	-	-	2.5.1.15	ko:K00796	ko00790,ko01100,map00790,map01100	M00126,M00841	R03066,R03067	RC00121,RC00842	ko00000,ko00001,ko00002,ko01000	-	-	-	Pterin_bind
MJ_745_00595	324925.Ppha_0511	1.26e-182	514.0	COG1994@1|root,COG1994@2|Bacteria,1FD7V@1090|Chlorobi	1090|Chlorobi	S	PFAM peptidase M50	-	-	-	-	-	-	-	-	-	-	-	-	Peptidase_M50
MJ_745_00596	290317.Cpha266_0507	1.12e-73	224.0	COG2010@1|root,COG2010@2|Bacteria,1FEAI@1090|Chlorobi	1090|Chlorobi	C	Haem-binding domain	-	-	-	-	-	-	-	-	-	-	-	-	Haem_bd
MJ_745_00597	324925.Ppha_0772	3.33e-117	346.0	COG0500@1|root,COG2226@2|Bacteria,1FEN7@1090|Chlorobi	1090|Chlorobi	Q	Methyltransferase type 12	-	-	-	-	-	-	-	-	-	-	-	-	Methyltransf_25
MJ_745_00598	324925.Ppha_0513	0.0	961.0	COG1032@1|root,COG1032@2|Bacteria,1FEU7@1090|Chlorobi	1090|Chlorobi	C	SMART Elongator protein 3 MiaB NifB	-	-	-	-	-	-	-	-	-	-	-	-	B12-binding,Radical_SAM
MJ_745_00600	319225.Plut_1889	2.12e-255	721.0	COG1596@1|root,COG1596@2|Bacteria,1FF7A@1090|Chlorobi	1090|Chlorobi	M	Capsule biosynthesis GfcC	-	-	-	-	-	-	-	-	-	-	-	-	Caps_synth_GfcC,Poly_export,SLBB
MJ_745_00601	324925.Ppha_1154	2.69e-105	350.0	COG2202@1|root,COG2204@1|root,COG3829@1|root,COG4191@1|root,COG2202@2|Bacteria,COG2204@2|Bacteria,COG3829@2|Bacteria,COG4191@2|Bacteria,1FEIU@1090|Chlorobi	2|Bacteria	T	ATP-binding region, ATPase domain protein	-	-	-	ko:K21025	ko02025,map02025	-	-	-	ko00000,ko00001	-	-	-	EAL,GAF_2,GGDEF,HATPase_c,HisKA,PAS,PAS_3,PAS_4,PAS_8,PAS_9,Response_reg
MJ_745_00602	319225.Plut_1507	3.87e-94	298.0	COG2206@1|root,COG2206@2|Bacteria	2|Bacteria	T	PFAM metal-dependent phosphohydrolase, HD sub domain	-	-	-	-	-	-	-	-	-	-	-	-	GAF_2,HD,HD_5,PAS,PAS_3,PAS_4,PAS_9,Response_reg,sCache_2
MJ_745_00603	290317.Cpha266_0772	3.89e-70	213.0	COG3576@1|root,COG3576@2|Bacteria	2|Bacteria	S	Pyridoxamine 5'-phosphate oxidase	-	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0044424,GO:0044464	-	-	-	-	-	-	-	-	-	-	Putative_PNPOx
MJ_745_00604	1499967.BAYZ01000061_gene5922	4.6e-153	450.0	COG0655@1|root,COG2249@1|root,COG0655@2|Bacteria,COG2249@2|Bacteria	2|Bacteria	K	NAD(P)H dehydrogenase (quinone) activity	-	-	-	-	-	-	-	-	-	-	-	-	FMN_red,Flavodoxin_2
MJ_745_00605	331678.Cphamn1_0687	1.12e-06	50.8	COG3905@1|root,COG3905@2|Bacteria,1FFA0@1090|Chlorobi	1090|Chlorobi	K	.,Oxidizes proline to glutamate for use as a carbon and nitrogen source	-	-	-	-	-	-	-	-	-	-	-	-	-
MJ_745_00606	871963.Desdi_2617	4.51e-12	63.9	2CDXU@1|root,33EBP@2|Bacteria,1VPJA@1239|Firmicutes,24VU6@186801|Clostridia,2638K@186807|Peptococcaceae	186801|Clostridia	S	PFAM Nitrogen fixation protein of	-	-	-	-	-	-	-	-	-	-	-	-	Nif11
MJ_745_00608	1005048.CFU_1690	1.54e-60	220.0	COG3240@1|root,COG4625@1|root,COG3240@2|Bacteria,COG4625@2|Bacteria,1MWDI@1224|Proteobacteria,2WEDW@28216|Betaproteobacteria	28216|Betaproteobacteria	I	Autotransporter beta-domain	-	-	-	ko:K12686	-	-	-	-	ko00000,ko02000,ko02044	1.B.12.8	-	-	Autotransporter,Lipase_GDSL
MJ_745_00609	1121897.AUGO01000016_gene1060	0.00012	52.8	COG4447@1|root,COG4447@2|Bacteria,4PM0K@976|Bacteroidetes,1I2DM@117743|Flavobacteriia,2NV0G@237|Flavobacterium	976|Bacteroidetes	S	cellulose binding	-	-	-	-	-	-	-	-	-	-	-	-	PSII_BNR
MJ_745_00610	194439.CT2054	6.68e-12	62.4	2FHZI@1|root,349SF@2|Bacteria,1FFGQ@1090|Chlorobi	1090|Chlorobi	-	-	-	GO:0005575,GO:0005622,GO:0005623,GO:0033105,GO:0034646,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0044422,GO:0044424,GO:0044446,GO:0044464,GO:0046858	-	ko:K08946	-	-	-	-	ko00000,ko00194	-	-	-	-
MJ_745_00611	324925.Ppha_0879	6.18e-262	719.0	COG0019@1|root,COG0019@2|Bacteria	2|Bacteria	E	diaminopimelate decarboxylase activity	ldc	-	4.1.1.17	ko:K01581	ko00330,ko00480,ko01100,ko01110,ko01130,map00330,map00480,map01100,map01110,map01130	M00134	R00670	RC00299	ko00000,ko00001,ko00002,ko01000	-	-	-	Orn_Arg_deC_N,Orn_DAP_Arg_deC
MJ_745_00612	324925.Ppha_0878	0.0	879.0	COG5310@1|root,COG5310@2|Bacteria	2|Bacteria	Q	Homospermidine synthase	hss	-	2.5.1.44	ko:K00808	ko00960,ko01110,map00960,map01110	-	R00018	RC00053	ko00000,ko00001,ko01000	-	-	-	Sacchrp_dh_C,Sacchrp_dh_NADP
MJ_745_00613	1120951.AUBG01000002_gene1238	2.4e-84	270.0	COG1680@1|root,COG1680@2|Bacteria,4P1Z2@976|Bacteroidetes	976|Bacteroidetes	V	Beta-lactamase	-	-	-	-	-	-	-	-	-	-	-	-	Beta-lactamase
MJ_745_00614	1395571.TMS3_0108455	4.44e-50	160.0	2C19F@1|root,32TZS@2|Bacteria	2|Bacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
MJ_745_00615	324925.Ppha_1176	6.16e-288	791.0	COG1233@1|root,COG3349@1|root,COG1233@2|Bacteria,COG3349@2|Bacteria,1FD74@1090|Chlorobi	1090|Chlorobi	C	PFAM amine oxidase	-	-	1.3.5.5	ko:K02293	ko00906,ko01100,ko01110,map00906,map01100,map01110	M00097	R04786,R04787,R07510,R09652,R09653,R09654	RC01214,RC01958,RC03092,RC03093	ko00000,ko00001,ko00002,ko01000	-	-	-	Amino_oxidase
MJ_745_00616	324925.Ppha_1175	6.09e-113	327.0	COG0353@1|root,COG0353@2|Bacteria,1FDRD@1090|Chlorobi	1090|Chlorobi	L	May play a role in DNA repair. It seems to be involved in an RecBC-independent recombinational process of DNA repair. It may act with RecF and RecO	recR	-	-	ko:K06187	ko03440,map03440	-	-	-	ko00000,ko00001,ko03400	-	-	-	HHH,RecR,Toprim_4
MJ_745_00617	324925.Ppha_1174	1.22e-65	200.0	COG0718@1|root,COG0718@2|Bacteria,1FE8Q@1090|Chlorobi	1090|Chlorobi	S	Binds to DNA and alters its conformation. May be involved in regulation of gene expression, nucleoid organization and DNA protection	-	-	-	ko:K09747	-	-	-	-	ko00000	-	-	-	YbaB_DNA_bd
MJ_745_00618	340177.Cag_1192	8.71e-213	590.0	COG3958@1|root,COG3958@2|Bacteria,1FDB9@1090|Chlorobi	1090|Chlorobi	G	PFAM Transketolase central region	-	-	2.2.1.1	ko:K00615	ko00030,ko00710,ko01051,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,map00030,map00710,map01051,map01100,map01110,map01120,map01130,map01200,map01230	M00004,M00007,M00165,M00167	R01067,R01641,R01830,R06590	RC00032,RC00226,RC00571,RC01560	ko00000,ko00001,ko00002,ko01000	-	-	-	Transket_pyr,Transketolase_C
MJ_745_00619	324925.Ppha_1172	1.68e-131	379.0	COG0030@1|root,COG0030@2|Bacteria,1FDS4@1090|Chlorobi	1090|Chlorobi	J	Specifically dimethylates two adjacent adenosines (A1518 and A1519) in the loop of a conserved hairpin near the 3'-end of 16S rRNA in the 30S particle. May play a critical role in biogenesis of 30S subunits	ksgA	-	2.1.1.182	ko:K02528	-	-	R10716	RC00003,RC03257	ko00000,ko01000,ko03009	-	-	-	RrnaAD
MJ_745_00620	324925.Ppha_1171	0.0	1221.0	COG0365@1|root,COG0365@2|Bacteria,1FEKD@1090|Chlorobi	1090|Chlorobi	I	PFAM AMP-dependent synthetase and ligase	-	-	6.2.1.17	ko:K01908	ko00640,ko01100,map00640,map01100	-	R00926,R01354	RC00004,RC00043,RC00070,RC02816	ko00000,ko00001,ko01000,ko01004	-	-	-	ACAS_N,AMP-binding,AMP-binding_C
MJ_745_00621	324925.Ppha_1170	2.15e-75	227.0	COG0346@1|root,COG0346@2|Bacteria,1FE48@1090|Chlorobi	1090|Chlorobi	E	PFAM Glyoxalase bleomycin resistance protein dioxygenase	-	-	5.1.99.1	ko:K05606	ko00280,ko00630,ko00640,ko00720,ko01100,ko01120,ko01200,map00280,map00630,map00640,map00720,map01100,map01120,map01200	M00373,M00375,M00376,M00741	R02765,R09979	RC00780,RC02739	ko00000,ko00001,ko00002,ko01000	-	-	-	Glyoxalase_4
MJ_745_00622	324925.Ppha_1169	0.0	994.0	COG0777@1|root,COG0825@1|root,COG0777@2|Bacteria,COG0825@2|Bacteria,1FENR@1090|Chlorobi	1090|Chlorobi	I	Acetyl co-enzyme A carboxylase carboxyltransferase alpha subunit	-	-	-	-	-	-	-	-	-	-	-	-	Carboxyl_trans
MJ_745_00623	324925.Ppha_1168	2.95e-288	803.0	COG1884@1|root,COG1884@2|Bacteria,1FDNR@1090|Chlorobi	1090|Chlorobi	I	PFAM methylmalonyl-CoA mutase	-	-	5.4.99.2	ko:K01847	ko00280,ko00630,ko00640,ko00720,ko01100,ko01120,ko01200,map00280,map00630,map00640,map00720,map01100,map01120,map01200	M00373,M00376,M00741	R00833	RC00395	ko00000,ko00001,ko00002,ko01000	-	-	-	MM_CoA_mutase
MJ_745_00624	324925.Ppha_1167	0.0	1278.0	COG1884@1|root,COG2185@1|root,COG1884@2|Bacteria,COG2185@2|Bacteria,1FDD7@1090|Chlorobi	1090|Chlorobi	I	TIGRFAM methylmalonyl-CoA mutase, large subunit	-	-	5.4.99.2	ko:K01847	ko00280,ko00630,ko00640,ko00720,ko01100,ko01120,ko01200,map00280,map00630,map00640,map00720,map01100,map01120,map01200	M00373,M00376,M00741	R00833	RC00395	ko00000,ko00001,ko00002,ko01000	-	-	-	B12-binding,MM_CoA_mutase
MJ_745_00625	324925.Ppha_1166	1.11e-184	520.0	COG1703@1|root,COG1703@2|Bacteria,1FDDM@1090|Chlorobi	1090|Chlorobi	E	TIGRFAM LAO AO transport system ATPase	-	-	-	ko:K07588	-	-	-	-	ko00000,ko01000	-	-	-	ArgK
MJ_745_00626	324925.Ppha_1165	1.41e-79	239.0	COG0589@1|root,COG0589@2|Bacteria,1FDX7@1090|Chlorobi	1090|Chlorobi	T	PFAM UspA domain protein	-	-	-	ko:K06149	-	-	-	-	ko00000	-	-	-	Usp
MJ_745_00627	324925.Ppha_1164	5.18e-139	398.0	COG0330@1|root,COG0330@2|Bacteria,1FE5T@1090|Chlorobi	1090|Chlorobi	O	PFAM band 7 protein	-	-	-	-	-	-	-	-	-	-	-	-	Band_7
MJ_745_00628	324925.Ppha_1275	1.2e-33	119.0	2FEBY@1|root,346BP@2|Bacteria,1FFIJ@1090|Chlorobi	1090|Chlorobi	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
MJ_745_00629	331678.Cphamn1_0650	1.12e-32	123.0	COG3794@1|root,COG3794@2|Bacteria	2|Bacteria	C	PFAM blue (type 1) copper domain protein	-	-	-	-	-	-	-	-	-	-	-	-	CarboxypepD_reg
MJ_745_00630	290317.Cpha266_2350	6.02e-272	801.0	COG5002@1|root,COG5002@2|Bacteria	2|Bacteria	T	protein histidine kinase activity	-	-	-	-	-	-	-	-	-	-	-	-	HATPase_c,HisKA,PAS_9,Response_reg
MJ_745_00631	290512.Paes_2366	3.87e-300	838.0	COG1468@1|root,COG1468@2|Bacteria	2|Bacteria	L	DNA catabolic process, exonucleolytic	-	-	3.6.4.12	ko:K03657	ko03420,ko03430,map03420,map03430	-	-	-	ko00000,ko00001,ko01000,ko03400	-	-	-	DUF2779,PDDEXK_1
MJ_745_00634	331678.Cphamn1_1354	1.77e-251	701.0	COG3344@1|root,COG3344@2|Bacteria,1FEKS@1090|Chlorobi	1090|Chlorobi	L	PFAM RNA-directed DNA polymerase (Reverse transcriptase)	-	-	2.7.7.49	ko:K00986	-	-	-	-	ko00000,ko01000	-	-	-	GIIM,RVT_1,RVT_N
MJ_745_00636	324925.Ppha_1323	3.09e-125	363.0	28K48@1|root,2Z9T8@2|Bacteria,1FFRC@1090|Chlorobi	1090|Chlorobi	S	Domain of unknown function (DUF4405)	-	-	-	-	-	-	-	-	-	-	-	-	DUF4405
